Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
16-106,BANK ST btwn SCRIVENS DR & JOHN QUINN RD,383304.01682,5010794.83901,-75.50019206310,45.23273896920,2016-01-05,7:31:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-107,WEST HUNT CLUB RD @ CLEOPATRA DR/LANCELOT DR,365234.19906,5021732.11877,-75.72896886270,45.33293488110,2016-01-05,7:38:00 AM,03 - Snow,03 - Dawn,05 - Packed snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-108,LYON ST    N btwn QUEEN ST & ALBERT ST,367050.67386,5031237.10990,-75.70459800630,45.41829976800,2016-01-05,7:40:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-109,DRAPER AVE btwn CORNELL ST & LISA AVE,360442.92838,5022793.81805,-75.78997250750,45.34288432740,2016-01-05,7:58:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,02 - Non-fatal injury,07 - SMV other,1
16-110,BANK ST @ CONROY RD,375044.75010,5022239.62460,-75.60374624750,45.33658775770,2016-01-05,8:01:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
16-111,CARLING AVE @ GRENON AVE,359594.12514,5024350.28108,-75.80063031840,45.35695619790,2016-01-05,8:08:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-112,BEAUSEJOUR DR @ JEANNE D'ARC BLVD,381419.31807,5036061.44563,-75.52027751670,45.46027944720,2016-01-05,8:28:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-113,OGILVIE RD @ BATHGATE DR/CITYPARK DR W,373828.12888,5032799.93265,-75.61779053430,45.43172542050,2016-01-05,8:46:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-114,OGILVIE RD @ BATHGATE DR/CITYPARK DR W,373828.12888,5032799.93265,-75.61779053430,45.43172542050,2016-01-05,8:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-115,BEATRICE DR @ CLARIDGE DR,365146.14284,5016522.58462,-75.73072658280,45.28606746940,2016-01-05,8:54:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-116,SOVEREIGN AVE @ CRAIG HENRY DR,362988.69050,5021886.11757,-75.75759692430,45.33451034730,2016-01-05,8:59:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-117,CARLING AVE @ SHERWOOD DR,366485.04698,5028717.77184,-75.71213976170,45.39568154140,2016-01-05,9:01:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-118,DES FORETS AVE btwn BILBERRY DR & DU BOIS AVE,380992.70100,5038216.21829,-75.52539773080,45.47971297860,2016-01-05,8:35:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-119,AQUILO CRES btwn PAR-LA-VILLE CIRC & PAR-LA-VILLE CIRC,349907.68992,5016752.42726,-75.92494914490,45.28927882450,2016-01-04,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-120,CARLING AVE @ HOLLAND AVE,365416.24260,5028038.08824,-75.72587309470,45.38965923730,2016-01-05,9:18:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-121,BASELINE RD @ FISHER AVE,366166.69360,5026028.30308,-75.71653982610,45.37151027680,2016-01-05,9:17:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-122,HUNTER'S RUN DR @ JEANNE D'ARC BLVD,380567.08858,5036174.79184,-75.53115583380,45.46139218840,2016-01-05,9:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-123,BEVERLY ST @ STITTSVILLE MAIN ST,349843.63355,5013825.57090,-75.92603129160,45.26294609320,2016-01-05,9:23:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-124,BELCOURT BLVD @ SUNVIEW DR,381509.81647,5036784.71144,-75.51900763080,45.46677686340,2016-01-05,9:24:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,06 - SMV unattended vehicle,0
16-125,ABBEYHILL DR @ CASTLEFRANK RD,353223.37794,5017261.01296,-75.88263216010,45.29363456750,2016-01-05,9:26:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-126,HAWTHORNE RD @ HUNT CLUB RD,375509.25084,5026406.15397,-75.59722448740,45.37402964100,2016-01-05,9:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-127,STONEWAY DR @ WINDHURST DR E,366315.36002,5016173.35371,-75.71586645690,45.28282375690,2016-01-05,9:43:00 AM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-128,KING EDWARD AVE @ RIDEAU ST,368510.20626,5032413.21397,-75.68579873500,45.42875055650,2016-01-05,12:07:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-129,CLYDE AVE btwn DOHENY ST & DOBBIE ST,363612.00497,5026648.68445,-75.74907843170,45.37731143260,2016-01-05,10:18:00 AM,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-130,KLONDIKE RD @ MARCH RD,349262.22053,5024062.74680,-75.93252110390,45.35510022060,2016-01-05,10:48:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-131,BRONSON AVE btwn PLYMOUTH ST & RENFREW AVE,367319.97074,5029639.17847,-75.70136010000,45.40389804890,2016-01-05,10:48:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-132,CARLING AVE WB btwn ANCASTER AVE & WOODROFFE AVE,361826.22019,5025779.17204,-75.77197814740,45.36963526080,2016-01-05,10:55:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-133,DONALD ST btwn FINDON GT & BELGATE WAY,372445.39911,5032439.33786,-75.63550991150,45.42861607690,2016-01-05,11:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-134,RICHMOND RD @ STONEHAVEN DR,356781.86308,5015891.21502,-75.83741015780,45.28105466240,2016-01-05,11:28:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-135,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367457.55155,5021892.19855,-75.70058536360,45.33418025150,2016-01-05,11:50:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-136,PRESTON ST @ TRANSITWAY,366119.46000,5030624.84800,-75.71657155730,45.41287303620,2016-01-05,12:09:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-137,MONTREAL RD @ BETHAMY LANE/FOXBOROUGH PRIV,375321.72560,5034343.69953,-75.59848289230,45.44546631480,2016-01-05,12:17:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-138,KALADAR AVE btwn HERON RD & GREGG ST,369688.98248,5026774.54507,-75.67147779680,45.37790744630,2016-01-05,12:26:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
16-139,HUNT CLUB RD btwn WEST HUNT CLUB RD & TURN LANE,367925.63358,5021909.85122,-75.69461169160,45.33429713360,2016-01-05,12:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-140,RIVERSIDE DR @ HERON RD,368120.00721,5026646.56248,-75.69152533020,45.37689944500,2016-01-05,1:04:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-141,HOPE SIDE RD @ RICHMOND RD,356962.51921,5015479.54917,-75.83515083300,45.27733703880,2016-01-05,10:30:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-142,IRIS ST btwn IRIS ST W & IRIS ST E,360636.80846,5023349.75221,-75.78743594920,45.34787120720,2016-01-05,1:39:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-143,WOODROFFE AVE btwn HWY417 IC127 RAMP53 & IRIS ST,362212.89848,5024608.49886,-75.76717806520,45.35907007680,2016-01-05,1:48:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-144,OLD TENTH LINE RD/OR174 IC101 RAMP63 @ ST. JOS,383119.48458,5038784.95004,-75.49810687350,45.48459457290,2016-01-05,1:58:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-145,TENTH LINE RD @ CHARLEMAGNE BLVD S/DES EPINETT,383640.97510,5036900.45590,-75.49173924100,45.46758093120,2016-01-05,2:06:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-146,PARENT AVE @ ST. PATRICK ST,367821.48276,5032555.93438,-75.69458131310,45.43009710340,2016-01-05,2:47:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-147,HUNTERSFIELD DR btwn BURLINGTON CRES & BURLINGTON CRES,373344.05742,5025287.78568,-75.62502032460,45.36418215800,2016-01-05,2:54:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-148,FALLOWFIELD RD @ KIMINI DR,352560.77242,5009745.78376,-75.89180190710,45.22605558010,2016-01-05,4:34:00 PM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-149,LORETTA AVE   S btwn YOUNG ST & NOLAN AVE,366296.94559,5029339.41561,-75.71446451860,45.40129148160,2016-01-05,12:30:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-150,REMNOR AVE btwn BADGELEY AVE & BADGELEY AVE,349592.54602,5020469.02064,-75.92863064720,45.32274198050,2016-01-04,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-151,CAMBRIAN RD/GOLFLINKS DR W @ LONGFIELDS DR,365383.44127,5013224.54220,-75.72810423690,45.25637134060,2016-01-05,8:45:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,11 - Roundabout,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-152,PRINCE OF WALES DR @ WATERFORD DR,367364.02735,5021038.36383,-75.70188638640,45.32650593690,2016-01-05,5:15:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-153,WEST HUNT CLUB RD WB btwn CEDARVIEW RD & GREENBANK RD,359890.53481,5019657.29195,-75.79736978600,45.31470537720,2016-01-05,5:15:00 PM,01 - Clear,05 - Dusk,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
16-154,FISHER AVE btwn CRERAR AVE & TUNIS AVE,365494.67890,5027601.69684,-75.72492514830,45.38572588690,2016-01-05,5:23:00 PM,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
16-155,INNES RD btwn 260 E OF BELCOURT BLVD/WALMART SC & JEANNE D'ARC BLVD/ME,382396.50654,5035426.44826,-75.50788439610,45.45445843220,2016-01-05,5:26:00 PM,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
16-156,VANIER PKWY NB btwn RIVERSIDE DR & HWY417 IC117 RAMP26,370803.18941,5031341.12598,-75.65664174400,45.41889173090,2016-01-05,6:00:00 PM,01 - Clear,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,03 - Rear end,0
16-157,RENAUD RD @ NAVAN RD,381819.47473,5032737.85165,-75.51568175160,45.43033244000,2016-01-05,6:41:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-158,DONALD ST btwn BARNABY PRIV & TELFORD AVE,371647.18214,5032420.06581,-75.64571237940,45.42851942110,2016-01-05,5:00:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-159,RIVERSIDE DR NB btwn HWY417 IC117 RAMP25 & VANIER PKWY,370816.31643,5031164.65056,-75.65649767500,45.41730263950,2016-01-06,12:22:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-160,HAMMILL CRT E @ SEYTON DR,356864.66735,5019947.12466,-75.83592886140,45.31754420890,2016-01-06,6:43:00 AM,01 - Clear,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,02 - Angle,0
16-161,ST. LAURENT BLVD @ TREMBLAY RD,372595.72410,5031241.88357,-75.63375381700,45.41782739530,2016-01-06,6:35:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-162,RICHMOND RD @ WEST HUNT CLUB RD,357146.39777,5018150.58613,-75.83252547890,45.30135778210,2016-01-06,7:20:00 AM,01 - Clear,03 - Dawn,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-163,CEDARVIEW RD @ FALLOWFIELD RD,361293.91673,5015664.06687,-75.77992723850,45.27866265240,2016-01-06,7:26:00 AM,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-164,CLARENCE ST btwn SUSSEX DR & BY WARD MARKET SQ,367816.85761,5032363.67133,-75.69466502030,45.42836760280,2016-01-05,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-165,COBOURG ST @ OLD ST. PATRICK ST,368820.70570,5033173.96773,-75.68173211800,45.43556717900,2016-01-06,7:40:00 AM,01 - Clear,03 - Dawn,03 - Loose snow,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-166,SIXTH LINE RD btwn BERRY SIDE RD & RIDDELL DR,348472.47148,5030956.63081,-75.94199032430,45.41718231960,2016-01-06,7:30:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-167,FALLOWFIELD RD @ 482 E OF HOLITMAN DR/BARRHAVE,364167.17403,5017377.59228,-75.74310273940,45.29384418120,2016-01-06,8:02:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-168,SMYTH RD btwn ROGER GUINDON AVE & BOTSFORD ST,372034.47285,5029239.29461,-75.64119739310,45.39986312540,2016-01-06,8:38:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
16-169,BREWER RD @ BRONSON AVE,368109.04710,5027765.31020,-75.69152178940,45.38696661920,2016-01-06,8:40:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-170,CUMBERLAND ST btwn YORK ST & YORK ST,368259.40562,5032527.52715,-75.68898885390,45.42980190680,2016-01-06,9:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-171,TERRY FOX DR @ EDGEWATER ST/WALTER BAKER PL,351781.70563,5017609.99107,-75.90097849690,45.29687263530,2016-01-06,10:51:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-172,HINCKS LANE @ RIVERSIDE DR,370166.71590,5030206.00946,-75.66492398290,45.40873814470,2016-01-06,11:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-173,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360389.03855,5023679.24950,-75.79056059370,45.35085569970,2016-01-06,11:28:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-174,LYON ST    N btwn QUEEN ST & ALBERT ST,367038.74417,5031256.24608,-75.70474800500,45.41847301100,2016-01-06,12:15:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-175,SLATER ST btwn KENT ST & BANK ST,367351.15643,5031307.67258,-75.70075003720,45.41890786990,2016-01-05,12:19:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-176,FISHER AVE @ SHILLINGTON AVE,365626.69260,5027298.42137,-75.72327685210,45.38298562710,2016-01-06,12:43:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-177,ADMIRAL AVE @ SHILLINGTON AVE,365271.44619,5027076.66950,-75.72783989890,45.38102110350,2016-01-06,12:52:00 PM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-178,FLEWELLYN RD @ MUNSTER RD E,346144.19244,5006068.18453,-75.97381380020,45.19336853640,2016-01-06,1:06:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-179,MELROSE AVE btwn RUSKIN ST & CARLING AVE,365965.45202,5028401.68223,-75.71881475230,45.39288302260,2016-01-06,1:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-180,GLADSTONE AVE btwn METCALFE ST & ELGIN ST,368358.28238,5030828.58751,-75.68794452500,45.41450645860,2016-01-06,1:29:00 PM,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-181,HERON RD @ BAYCREST DR,371143.72930,5026979.91973,-75.65287757290,45.37961909470,2016-01-06,1:34:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-182,MEADOWLANDS DR @ MERIVALE RD,364859.59698,5023725.70514,-75.73350565310,45.35090509040,2016-01-06,1:44:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-183,RIVERDALE AVE @ SUNNYSIDE AVE,369074.58490,5028786.73577,-75.67905975390,45.39606914440,2016-01-06,1:54:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-184,MERIVALE RD @ 110 S OF BURRIS LANE/LOBLAWS SC,364814.97882,5024951.76687,-75.73392618130,45.36194083860,2016-01-06,2:01:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-185,WESTERN AVE btwn SPENCER ST & GARRISON ST,364299.27548,5029059.22619,-75.74001340100,45.39894302620,2016-01-06,2:31:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,99 - Other,0
16-186,RIVERSIDE DR NB btwn BILLINGS BRIDGE SC RAMP SB & BANK ST,369258.11647,5027843.12168,-75.67683912660,45.38756193940,2016-01-06,2:39:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-187,BRONSON AVE @ CATHERINE ST/RAYMOND ST,367252.92804,5029797.22512,-75.70219641300,45.40532609130,2016-01-06,2:40:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-188,HERON RD @ BRIAR HILL DR/SANDALWOOD DR,371452.71203,5027013.27887,-75.64892820230,45.37988992120,2016-01-06,2:48:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-189,ISABELLA ST btwn O'CONNOR ST & METCALFE ST,368363.59870,5030349.31972,-75.68793841410,45.41019368300,2016-01-06,3:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-190,240 S OF CHARLEMAGNE BLVD/DES EPINETTES AVE @ TENTH LINE RD,383736.18260,5036677.45530,-75.49055768060,45.46556382190,2016-01-06,3:57:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-191,REGIONAL ROAD 174 btwn Continuation of REGIONAL ROAD 174 & OR174 IC112,373979.41837,5032226.03165,-75.61593783940,45.42654681170,2016-01-06,3:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-192,HERON RD @ FINN CRT,370831.49477,5026945.03762,-75.65686862790,45.37933473530,2016-01-06,3:45:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-193,VARENNES BLVD @ WINTERPORT WAY,385130.28827,5037807.97440,-75.47254779510,45.47557621020,2016-01-06,9:15:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-194,WEST HUNT CLUB RD @ ANTARES DR/LASER ST,367108.36992,5022082.16032,-75.70501604010,45.33592058700,2016-01-06,4:29:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-195,MERIVALE RD @ WEST HUNT CLUB RD,365610.44379,5021943.62390,-75.72414311430,45.33480547340,2016-01-06,4:15:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-196,FROBISHER LANE W @ RIVERSIDE DR,370117.21416,5029602.35170,-75.66563628030,45.40331127790,2016-01-06,4:46:00 PM,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-197,KING EDWARD AVE @ MURRAY ST,368291.69980,5032753.95723,-75.68854698010,45.43183631160,2016-01-06,4:45:00 PM,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-198,MONTREAL RD btwn MARIER AVE & BEGIN ST,370423.38289,5033263.86082,-75.66123801750,45.43622742600,2016-01-06,5:13:00 PM,01 - Clear,05 - Dusk,04 - Slush,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-199,BANK ST btwn ARENA PL & WHITE ALDER AVE,375477.05168,5021332.77921,-75.59836067870,45.32838492780,2016-01-06,5:24:00 PM,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
16-200,RIVERSIDE DR btwn RIVERSIDE DR RAMP 42A & RIVERSIDE DR SPLIT,368503.33307,5027324.63782,-75.68654400290,45.38296582810,2016-01-06,5:27:00 PM,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-201,GOLDENBROOK WAY btwn HARVEST VALLEY AVE & FAIRLAKES WAY,384950.32847,5034476.70116,-75.47539223820,45.44562523950,2016-01-03,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-202,ALBION RD btwn LESTER RD & LEITRIM RD,373085.99934,5021400.24988,-75.62885083440,45.32922871550,2016-01-06,5:31:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
